id,csv_row,label,jev_prediction,jev_p_positive,jev_correct,qwen_prediction,qwen_raw,qwen_correct
imdb-30556,30556,positive,positive,1.0000,true,positive,positive,true
imdb-01996,1996,negative,negative,0.0000,true,negative,negative,true
imdb-40589,40589,negative,negative,0.0000,true,negative,negative,true
imdb-23852,23852,positive,positive,0.9900,true,positive,positive,true
imdb-01980,1980,negative,negative,0.0000,true,negative,negative,true
imdb-38489,38489,positive,positive,1.0000,true,positive,positive,true
imdb-02787,2787,positive,positive,1.0000,true,positive,positive,true
imdb-16498,16498,negative,negative,0.0000,true,negative,negative,true
imdb-04355,4355,positive,positive,1.0000,true,positive,positive,true
imdb-19436,19436,negative,negative,0.0000,true,negative,negative,true
imdb-34050,34050,negative,negative,0.0000,true,negative,negative,true
imdb-37424,37424,positive,positive,1.0000,true,positive,positive,true
imdb-08274,8274,negative,negative,0.0000,true,negative,negative,true
imdb-36731,36731,negative,negative,0.0000,true,negative,negative,true
imdb-40880,40880,positive,positive,1.0000,true,positive,positive,true
imdb-32215,32215,positive,positive,1.0000,true,positive,positive,true
imdb-04333,4333,positive,positive,1.0000,true,positive,positive,true
imdb-05128,5128,positive,positive,1.0000,true,positive,positive,true
imdb-14198,14198,negative,positive,0.9600,false,positive,positive,false
imdb-08332,8332,positive,positive,1.0000,true,positive,positive,true
imdb-30628,30628,negative,negative,0.0000,true,negative,negative,true
imdb-38888,38888,positive,positive,0.9700,true,positive,positive,true
imdb-37260,37260,negative,negative,0.0000,true,negative,negative,true
imdb-19664,19664,negative,negative,0.0000,true,negative,negative,true
imdb-05115,5115,positive,positive,1.0000,true,positive,positive,true
imdb-11165,11165,positive,positive,1.0000,true,positive,positive,true
imdb-22823,22823,positive,positive,1.0000,true,positive,positive,true
imdb-16283,16283,negative,negative,0.0000,true,negative,negative,true
imdb-40416,40416,positive,positive,1.0000,true,positive,positive,true
imdb-20319,20319,negative,negative,0.0000,true,negative,negative,true
imdb-29533,29533,negative,negative,0.0000,true,negative,negative,true
imdb-32919,32919,positive,positive,1.0000,true,positive,positive,true
imdb-40385,40385,negative,negative,0.0000,true,negative,negative,true
imdb-39835,39835,negative,negative,0.0000,true,negative,negative,true
imdb-03384,3384,positive,positive,0.9900,true,positive,positive,true
imdb-15692,15692,positive,positive,1.0000,true,positive,positive,true
imdb-44297,44297,positive,positive,1.0000,true,positive,positive,true
imdb-43666,43666,positive,negative,0.0200,false,negative,negative,false
imdb-06181,6181,positive,positive,1.0000,true,positive,positive,true
imdb-45040,45040,positive,positive,1.0000,true,positive,positive,true
imdb-48839,48839,negative,negative,0.0000,true,negative,negative,true
imdb-19681,19681,negative,negative,0.0000,true,negative,negative,true
imdb-27024,27024,positive,positive,0.6900,true,positive,positive,true
imdb-40498,40498,negative,negative,0.0000,true,negative,negative,true
imdb-03586,3586,positive,positive,1.0000,true,positive,positive,true
imdb-15782,15782,negative,negative,0.0000,true,negative,negative,true
imdb-23778,23778,positive,positive,1.0000,true,positive,positive,true
imdb-01205,1205,negative,negative,0.0000,true,negative,negative,true
imdb-22722,22722,positive,positive,1.0000,true,positive,positive,true
imdb-27362,27362,positive,positive,1.0000,true,positive,positive,true
imdb-23113,23113,positive,negative,0.0500,false,negative,negative,false
imdb-14916,14916,positive,positive,1.0000,true,positive,positive,true
imdb-36282,36282,positive,positive,1.0000,true,positive,positive,true
imdb-30226,30226,negative,negative,0.0000,true,negative,negative,true
imdb-30878,30878,negative,negative,0.0000,true,negative,negative,true
imdb-12101,12101,negative,negative,0.0000,true,negative,negative,true
imdb-24982,24982,positive,positive,1.0000,true,positive,positive,true
imdb-07078,7078,negative,negative,0.0000,true,negative,negative,true
imdb-27624,27624,negative,negative,0.0000,true,negative,negative,true
imdb-06479,6479,positive,positive,1.0000,true,positive,positive,true
imdb-41105,41105,negative,negative,0.0000,true,negative,negative,true
imdb-18552,18552,negative,negative,0.1100,true,negative,negative,true
imdb-04558,4558,positive,positive,0.9900,true,positive,positive,true
imdb-22623,22623,negative,negative,0.0000,true,negative,negative,true
imdb-22851,22851,positive,positive,1.0000,true,positive,positive,true
imdb-03675,3675,negative,negative,0.0000,true,negative,negative,true
imdb-18623,18623,positive,positive,1.0000,true,positive,positive,true
imdb-16714,16714,positive,positive,1.0000,true,positive,positive,true
imdb-30654,30654,positive,positive,0.9800,true,positive,positive,true
